brewery_id,brewery_name,review_time,review_overall,review_aroma,review_appearance,review_profilename,beer_style,review_palate,review_taste,beer_name,beer_abv,beer_beerid
2724,Pacific Coast Brewing Company,1265579599,2.5,3,3.5,kaseydad,American Double / Imperial IPA,3,3,Holiday Imperial,9,55951
2724,Pacific Coast Brewing Company,1203379514,3.5,3,3.5,barleywinefiend,American IPA,3,3,Columbus India Pale Ale,7,8769
2724,Pacific Coast Brewing Company,1046615212,4,4,4,Mark,American IPA,4.5,3.5,Columbus India Pale Ale,7,8769
2724,Pacific Coast Brewing Company,1293558756,3,3,3.5,womencantsail,American Strong Ale,3.5,3,Holiday XXII Imperial Blue,9,64800
2724,Pacific Coast Brewing Company,1304527785,3.5,4,4.5,t0rin0,Irish Dry Stout,4,3.5,Luck O' The Irish,4.5,68668
7345,Kirner Bier,1322936425,3.5,3.5,3.5,sim0n17,German Pilsener,4,3.5,Kirner Pils Premium,4.8,49803
2724,Pacific Coast Brewing Company,1304531044,3.5,4,3,t0rin0,English Strong Ale,3.5,4,Old Oakland Ale,8,68672
2724,Pacific Coast Brewing Company,1305478493,3,3,3.5,t0rin0,American Blonde Ale,3.5,3,Yellowjacket Ale,4.1,69087
2724,Pacific Coast Brewing Company,1293559076,1,1.5,3,womencantsail,American Strong Ale,2.5,1.5,Megalodon,,64803
2724,Pacific Coast Brewing Company,1296878839,4,4,4.5,kaseydad,American Barleywine,4.5,4,Code Blue,10.4,15894
2724,Pacific Coast Brewing Company,1280811779,1.5,3,2.5,4000qtrap,American Barleywine,2.5,1.5,Code Blue,10.4,15894
2724,Pacific Coast Brewing Company,1276400579,4,3.5,3.5,BigMcLargeHuge,American Barleywine,4,4.5,Code Blue,10.4,15894
2724,Pacific Coast Brewing Company,1274683803,3.5,3.5,3.5,emmasdad,American Barleywine,4,3.5,Code Blue,10.4,15894
2724,Pacific Coast Brewing Company,1203378126,4,4,4,barleywinefiend,American Barleywine,4,4,Code Blue,10.4,15894
2724,Pacific Coast Brewing Company,1076738277,4,4.5,4,lou91,American Barleywine,4.5,4,Code Blue,10.4,15894
2724,Pacific Coast Brewing Company,1217651855,3.5,3.5,3,barleywinefiend,American Porter,3.5,3.5,Orca Porter,5.1,44082
2724,Pacific Coast Brewing Company,1293611047,3,4,4,womencantsail,American Double / Imperial Stout,3.5,3,Leviathan Imperial Stout,10,39606
2724,Pacific Coast Brewing Company,1291596349,4.5,3.5,4,isualum12,American Double / Imperial Stout,4,3.5,Leviathan Imperial Stout,10,39606
1386,Harmon Restaurant & Brewery,1249148963,2.5,2.5,2.5,froghop,American Blonde Ale,2.5,2.5,Mt. Takhoma Blonde Ale,3.8,31973
2724,Pacific Coast Brewing Company,1278811077,4.5,3.5,3.5,4000qtrap,American Double / Imperial Stout,3,2.5,Leviathan Imperial Stout,10,39606
2724,Pacific Coast Brewing Company,1249951968,4,4,4.5,Georgiabeer,American Double / Imperial Stout,4,4,Leviathan Imperial Stout,10,39606
2724,Pacific Coast Brewing Company,1215743127,4,4,4.5,hoegaardenhero,American Double / Imperial Stout,4.5,4,Leviathan Imperial Stout,10,39606
2724,Pacific Coast Brewing Company,1214537995,3,3,3.5,cggarcia,American Double / Imperial Stout,3.5,4,Leviathan Imperial Stout,10,39606
2724,Pacific Coast Brewing Company,1203378427,4,4,4,barleywinefiend,American Double / Imperial Stout,4,4,Leviathan Imperial Stout,10,39606
2724,Pacific Coast Brewing Company,1194983629,4.5,4,4.5,grumpy,American Double / Imperial Stout,4.5,4,Leviathan Imperial Stout,10,39606
2724,Pacific Coast Brewing Company,1205614154,1.5,2,1.5,JDV,Belgian Strong Pale Ale,1,3,Holiday Trappist Style Ale,,41584
2724,Pacific Coast Brewing Company,1064196353,3,3,3,beerguy101,Doppelbock,3,3,Deviator Doppelbock,8,12835
2724,Pacific Coast Brewing Company,1293606355,1.5,1.5,3,womencantsail,American Amber / Red Ale,3,2,Blue Whale Ale,7.1,51834
2724,Pacific Coast Brewing Company,1291597076,3.5,3,3.5,isualum12,American Amber / Red Ale,3.5,4,Blue Whale Ale,7.1,51834
2724,Pacific Coast Brewing Company,1250125520,4,4,4.5,Natural510,American Amber / Red Ale,4,4,Blue Whale Ale,7.1,51834
2724,Pacific Coast Brewing Company,1304532960,3,3,4,Beerandraiderfan,American Pale Ale (APA),3,3.5,Grey Whale Ale,4.6,41084
163,Amstel Brouwerij B. V.,1247523992,4,2,2,Cobratrooper,Light Lager,3,3,Amstel Light,3.5,436
2724,Pacific Coast Brewing Company,1293610149,2,2.5,3,womencantsail,American Pale Ale (APA),3.5,2,Grey Whale Ale,4.6,41084
2724,Pacific Coast Brewing Company,1291597816,1.5,3,2.5,isualum12,American Pale Ale (APA),2.5,4,Grey Whale Ale,4.6,41084
2724,Pacific Coast Brewing Company,1203380218,4,3.5,3.5,barleywinefiend,American Pale Ale (APA),3.5,3.5,Grey Whale Ale,4.6,41084
2724,Pacific Coast Brewing Company,1293610540,3.5,4,4,womencantsail,American Stout,3.5,3.5,Killer Whale Stout,5,8770
2724,Pacific Coast Brewing Company,1291596683,2.5,2,4.5,isualum12,American Stout,4,2.5,Killer Whale Stout,5,8770
2724,Pacific Coast Brewing Company,1226877087,4.5,4,5,jjboesen,American Stout,4.5,4,Killer Whale Stout,5,8770
2724,Pacific Coast Brewing Company,1203378644,4,3.5,3.5,barleywinefiend,American Stout,4,4,Killer Whale Stout,5,8770
2724,Pacific Coast Brewing Company,1200257612,4.5,4.5,3.5,MisterClean,American Stout,4.5,5,Killer Whale Stout,5,8770
2724,Pacific Coast Brewing Company,1046615597,4,4,4.5,Mark,American Stout,4.5,4,Killer Whale Stout,5,8770
2724,Pacific Coast Brewing Company,1215743407,4,3.5,4,hoegaardenhero,American Amber / Red Ale,4.5,3.5,Emerald Ale,,37498
2724,Pacific Coast Brewing Company,1203379699,4,4,4,barleywinefiend,American Amber / Red Ale,4,4,Emerald Ale,,37498
2724,Pacific Coast Brewing Company,1183260774,4,4,4.5,Mark,American Amber / Red Ale,4.5,4,Emerald Ale,,37498
7345,Kirner Bier,1309045277,4,3.5,4.5,seanyfo,Maibock / Helles Bock,4,4,Schinderhannes Bock,7.1,70395
7345,Kirner Bier,1253129442,4,3,4,illidurit,German Pilsener,3.5,3.5,Kirner Pils Premium,4.8,49803
7345,Kirner Bier,1242400162,4.5,4.5,3.5,TheSarge,German Pilsener,4,4,Kirner Pils Premium,4.8,49803
12770,City Grille and Brewhaus,1145739752,3,3.5,4.5,UncleJimbo,Fruit / Vegetable Beer,3.5,3,City Razz,,30090
12770,City Grille and Brewhaus,1145738287,3,3,3,UncleJimbo,Light Lager,3,3.5,City Light,,30084
12770,City Grille and Brewhaus,1145738954,4,3,4,UncleJimbo,American Pale Ale (APA),3.5,4,City Pale Ale,,30088
12770,City Grille and Brewhaus,1145739283,4,4,4,UncleJimbo,American Stout,4,4,City Stout,,27689
12770,City Grille and Brewhaus,1136485310,1.5,2,3,grumpy,American Stout,1,1.5,City Stout,,27689
12770,City Grille and Brewhaus,1145739497,3.5,3.5,3.5,UncleJimbo,Pumpkin Ale,3,3,City Pumpkin,,30089
12770,City Grille and Brewhaus,1145738512,3.5,3,4,UncleJimbo,American Amber / Red Ale,3,3.5,City Amber,,30085
163,Amstel Brouwerij B. V.,1258123064,3,3.5,2.5,RuudJH,Dortmunder / Export Lager,3,3,Amstel Gold,7,1415
163,Amstel Brouwerij B. V.,1171328855,4,3,3.5,Vancer,Dortmunder / Export Lager,3.5,3.5,Amstel Gold,7,1415
163,Amstel Brouwerij B. V.,1102726891,3,3,4,ahking,Dortmunder / Export Lager,3.5,2.5,Amstel Gold,7,1415
163,Amstel Brouwerij B. V.,1246937762,3,2,2,ExtraStout,Light Lager,2,2,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1297791964,3.5,3.5,4,RuudJH,Euro Strong Lager,3,3,Amstel Sterk (Strong),7.5,66308
163,Amstel Brouwerij B. V.,1129129727,2.5,2.5,3,patto1ro,Euro Dark Lager,1.5,2,Amstel Oud Bruin,,1419
163,Amstel Brouwerij B. V.,1309642281,3,3,3.5,Brabander,Low Alcohol Beer,3,3.5,Amstel Malt,0.1,59239
163,Amstel Brouwerij B. V.,1276609571,3.5,2,3.5,kingcrowing,Low Alcohol Beer,3,2.5,Amstel Malt,0.1,59239
163,Amstel Brouwerij B. V.,1272791396,2.5,2,2.5,GENNER,Light Lager,3,3.5,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1272414823,1.5,3,2.5,Halcyondays,Light Lager,1.5,1.5,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1270860946,4.5,3,2.5,tjsdomer2,Light Lager,4,3.5,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1270244341,1,2,2.5,donkeyrunner,Light Lager,2,1.5,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1269878716,4,1,2,vette2006c5r,Light Lager,2,2,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1269751239,2,1,2,buschbeer,Light Lager,2,2,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1269302021,3,3,3.5,BlackBearForge,Light Lager,2.5,2.5,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1266443559,2.5,2.5,4,ChainGangGuy,Light Lager,3,2.5,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1264903946,2,1.5,2,Clydesdale,Light Lager,2.5,2,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1264289044,2,1.5,1.5,hopheadjuice,Light Lager,2.5,1.5,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1263592461,1.5,1.5,3.5,jadpsu,Light Lager,2.5,2,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1263088566,2.5,2,3,Spineypanda,Light Lager,3,2,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1263018781,3,2,3,dpodratsky3,Light Lager,2.5,2,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1262761167,2.5,2,2,Chambic,Light Lager,2.5,2,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1262747638,4,2,2,realbama,Light Lager,2,3,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1261933783,3,3,2,heissebier,Light Lager,2.5,2.5,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1258997318,3,2,2.5,rfgetz,Light Lager,3,2.5,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1258683176,3.5,3,2,HalfFull,Light Lager,2,2,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1258004545,3.5,3.5,3,woodychandler,Light Lager,3,3.5,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1256767185,2,2,2.5,Kooz,Light Lager,1.5,2.5,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1255657907,3.5,2,2.5,Shumista,Light Lager,1.5,2,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1254651886,3.5,1.5,4,rvdoorn,Light Lager,3.5,2,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1254365013,2,2,2,Brenden,Light Lager,2,2.5,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1252976151,2,1.5,3.5,NeutroMan,Light Lager,2,1,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1252206477,2.5,2.5,2.5,BarrelO,Light Lager,2.5,2.5,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1251395170,4,2.5,3,FreshmanPour77,Light Lager,3.5,4,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1250838053,1.5,1.5,3,blackc5,Light Lager,1,1,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1250821825,1,2,4.5,CervezaMesa,Light Lager,1,1,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1250821002,3.5,2,3,cjgator3,Light Lager,3.5,2,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1249927519,3,2.5,3,Jwale73,Light Lager,3.5,2.5,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1248310049,3,2,3,morebeergood,Light Lager,2.5,2.5,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1246860601,3,2,4,onix1agr,Light Lager,2.5,2,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1246322173,2.5,2,3,TexIndy,Light Lager,2.5,2.5,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1245822612,3,3,3,hustlesworth,Light Lager,3,3,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1245028908,4,3.5,3,beerman207,Light Lager,3,3.5,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1244852064,4,2.5,2.5,CHickman,Light Lager,3,2.5,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1244216578,3,2.5,2.5,yuenglings,Light Lager,3,2,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1244089165,2,2.5,3,civilizedpsycho,Light Lager,2,2.5,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1244079983,3.5,2.5,3.5,ZorPrime,Light Lager,2.5,2,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1243204820,3.5,1.5,2.5,kflorence,Light Lager,2.5,1.5,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1241022919,4,3,3,tigg924,Light Lager,3,3.5,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1226451452,2,2.5,2.5,kinger,Light Lager,2.5,3,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1240882781,2,1.5,2,zdk9,Light Lager,2.5,3,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1240770690,2.5,2,2,grayburn,Light Lager,2.5,2,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1240171428,5,2,2,archerwrestler,Light Lager,3,3,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1239907791,2.5,2.5,1.5,roddwolff,Light Lager,2,3,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1239314051,3,2.5,3.5,Tilley4,Light Lager,2.5,3,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1239298313,2,2,2,Magpie14,Light Lager,1.5,2,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1238630329,4,2,2,birdypowder,Light Lager,3,3.5,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1238447624,1.5,1.5,2.5,KarlHungus,Light Lager,3.5,1.5,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1236554249,1.5,2,2,far333,Light Lager,2,2,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1235954167,5,2,3,McKnightOwl,Light Lager,2,2.5,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1235267331,2,1.5,4.5,SeattleBeerBlog,Light Lager,3,3,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1234840992,1.5,1.5,1.5,washburnkid,Light Lager,2,1.5,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1234469214,1.5,2,1.5,schroederm,Light Lager,1,2,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1234141296,2.5,2.5,2,AccidentalKate,Light Lager,1.5,2,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1233980106,1.5,1.5,1.5,thekanna,Light Lager,2.5,1.5,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1233636464,2.5,2.5,3.5,DesMoinesMike,Light Lager,3,3,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1233178158,3,2,3,bigaizsosexy,Light Lager,3,3.5,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1232929931,3,2,2,treehugger02010,Light Lager,3.5,3,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1232821844,2.5,2.5,2.5,harpo111,Light Lager,2.5,2.5,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1232748605,1,2,2,twentynine,Light Lager,3,1,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1232434189,1.5,2.5,3.5,tconboy,Light Lager,2.5,2,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1232404279,3,2.5,3,VicDip,Light Lager,3,3,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1232134054,4,2.5,3,Only23,Light Lager,2,3.5,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1231694388,3,2.5,3,WakeandBake,Light Lager,2.5,2.5,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1231641039,2.5,2,2,MillySox,Light Lager,2,2,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1231109090,2.5,2,3,SShelly,Light Lager,2,2.5,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1231032675,1,1.5,3,MNJR,Light Lager,1.5,1,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1230760553,3,2,3,Rayek,Light Lager,3,2,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1230733379,4,3.5,2.5,Hoagie1973,Light Lager,2.5,3,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1230684536,4.5,2,3,Devilsfan87,Light Lager,2.5,3,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1230526484,4.5,2,2,Mistofminn,Light Lager,3,2.5,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1229692701,2,1.5,3,OtherShoe2,Light Lager,3,2,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1229455458,4.5,4,3.5,caskstrength,Light Lager,3,3.5,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1228721393,4.5,2.5,2.5,gdfan47,Light Lager,3.5,3,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1228427781,2,3,3,armock,Light Lager,3,2,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1227579786,2,2,2,tmoneyba,Light Lager,2,2,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1227330650,2,2,3,pwent,Light Lager,2,2,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1227146969,2,2.5,1.5,hopdog,Light Lager,2,2.5,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1226887261,2.5,2,2,nick76,Light Lager,2,2.5,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1226010454,3,2,2,aerozeppl,Light Lager,2,2,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1225784657,3,2,3,Chelsea1905,Light Lager,2,1.5,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1225344450,3,3,2,bacabuck,Light Lager,3,2.5,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1224724205,4.5,2.5,2,Beerfoo87,Light Lager,2.5,2.5,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1224611868,3,2,2.5,CampusCrew,Light Lager,2.5,2,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1222237657,3,2,2,BoxingFanatic,Light Lager,3,2,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1219858981,3,3,3,akronzipfan,Light Lager,3,3,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1219791180,2,2,2,mwa423,Light Lager,3.5,2,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1219622274,2,1.5,3.5,RedChrome,Light Lager,2,2.5,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1219513332,2.5,2.5,3,changeup45,Light Lager,2.5,2,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1219271542,1.5,1,1.5,thekevlarkid,Light Lager,1.5,1.5,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1219193757,3,2.5,2,Zadok,Light Lager,2.5,2.5,Amstel Light,3.5,436
3207,San Francisco Brewing Company,1200332278,4,4,3.5,bobsy,Weizenbock,4.5,4,St. Stephen's Bock,,34801
163,Amstel Brouwerij B. V.,1219022467,5,3,4,ejthetiger,Light Lager,5,5,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1218917663,3,2.5,2,Gmann,Light Lager,3,2.5,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1218416441,4,2,3,GoodKnight1220,Light Lager,4,3,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1326049162,2,2,1.5,mrfrancis,Light Lager,2.5,2.5,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1324003274,1,2.5,1,bobhits,Light Lager,1.5,1,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1323740274,2,2.5,2,mduncan,Light Lager,2,2.5,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1323499621,2.5,2.5,2.5,Chiefy770,Light Lager,2.5,2,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1323059185,3,3,3,Shibbykaiyai,Light Lager,3,3,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1322976375,2,2.5,3,kilustration,Light Lager,2,2,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1322412897,1.5,1,1,ForWhatAlesYou,Light Lager,1.5,1,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1320363026,2.5,2,3,Crossmd,Light Lager,2,2.5,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1318024688,4,3,4,jsdunlop,Light Lager,4,3,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1317695482,2,2,3,perrymarcus,Light Lager,2,1.5,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1218125848,3.5,3,1.5,bobinnola,Light Lager,1,2,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1217818449,1,1,2.5,Stinkypuss,Light Lager,2,1.5,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1217809902,4,2,2,cnally,Light Lager,2,3,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1217036134,3,2,2,Reagan1984,Light Lager,2,2.5,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1217001021,3,3,3,chilidog,Light Lager,3,3,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1216765843,1.5,2,2.5,beerthulhu,Light Lager,1.5,2,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1216244868,4,2.5,3,thechamp,Light Lager,2.5,3,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1185090470,2.5,2,3,Padron4KM,Light Lager,2.5,2.5,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1216160835,2,2.5,3.5,IBUnit63,Light Lager,2.5,2,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1214515651,2,2,2,GratefulBeerGuy,Light Lager,2.5,3,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1214421105,3.5,2,2.5,zeff80,Light Lager,2,2.5,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1212740275,3.5,2.5,3,Natural510,Light Lager,2.5,2.5,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1212470826,3,3,2,dasenebler,Light Lager,2.5,2,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1212125112,3.5,3,3,Slynger,Light Lager,3,3,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1212026621,2,1.5,2.5,yelterdow,Light Lager,3.5,1,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1211435352,4,1.5,2,tardiffism,Light Lager,2,2.5,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1211429848,2,1.5,1.5,mashedpotatoes,Light Lager,1,2,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1211367897,3,2,2,soupyman10,Light Lager,3,2,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1210690236,3,2,2.5,Bamabrew22,Light Lager,2.5,3,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1185055805,3,2,2.5,kevman527,Light Lager,2,2.5,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1210391933,4,3,3,gnargnar,Light Lager,3.5,3.5,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1210116236,1.5,1,2,rye726,Light Lager,1,1,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1207185331,3.5,3,3,HopsAreOverrated,Light Lager,3,3.5,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1206934843,3,2,2,gford217,Light Lager,2,2.5,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1206083216,3,2,2,RJLarse,Light Lager,2,2,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1205523099,2.5,2,2,dippy,Light Lager,2,2,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1205362021,1.5,1.5,2,avalon07,Light Lager,2,1.5,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1203623879,3,2,1,jwolfie70,Light Lager,2,2.5,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1203377608,2.5,2,2,mltobin,Light Lager,1.5,2,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1203360869,3.5,3,3,TrinkGermanBier,Light Lager,3,3.5,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1203212086,2,2.5,3,mooseisloose,Light Lager,2.5,2,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1202879548,3.5,2,3.5,PhiOmega,Light Lager,3,3.5,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1202673285,3,1,3,eberkman,Light Lager,2,2.5,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1201806138,3,3.5,2,JDV,Light Lager,3,3,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1201235318,2,2.5,3,auxiliary,Light Lager,2.5,3,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1200764409,3.5,3,4,blackie,Light Lager,3.5,3,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1200313939,3,3,3,dsa7783,Light Lager,2.5,2.5,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1199965407,2,3,3.5,PhillyCop,Light Lager,2,2,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1198412390,4,2,2,stanleykoolbrick,Light Lager,3,4,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1198294375,2,1.5,2,Lupe,Light Lager,2.5,2,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1197675336,3,2.5,2,flatblack80,Light Lager,2.5,2.5,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1195854774,4.5,4,3.5,BDIMike,Light Lager,4,4,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1180226494,2.5,3,2.5,Cyberkedi,Light Lager,2.5,2.5,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1194928706,5,4,4.5,NascarJDS,Light Lager,5,5,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1191730865,3.5,2,3,KClarkin,Light Lager,2,2.5,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1190875643,2,2,2,Overlord,Light Lager,2,2,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1189958332,3,2,2.5,genog,Light Lager,3.5,2,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1189469400,2,2,2,Brad007,Light Lager,2,2,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1189389953,5,3,2,botham,Light Lager,3,2,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1189222449,3,2.5,2.5,argock,Light Lager,2,2.5,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1188181689,2.5,2.5,3,kajerm,Light Lager,2,1.5,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1186328640,3.5,2.5,2.5,somethingfishy,Light Lager,3,3,Amstel Light,3.5,436
163,Amstel Brouwerij B. V.,1186266108,3,2.5,3,bushbeer75,Light Lager,2.5,3,Amstel Light,3.5,436
